,x
26666,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
26667,openmrs/ws/rest/v1/concept?q=Yes
26668,openmrs/ws/rest/v1/concept?q=A
26669,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
26670,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
26671,openmrs/ws/rest/v1/person/bda0d21b-a09d-44f3-9dac-814029221749?purge=true
26672,openmrs/ws/rest/v1/person
26673,openmrs/ws/rest/v1/person/3ec51ea4-f4ae-43f2-a0d3-a3a42d0e5281?purge=true
26674,openmrs/ws/rest/v1/person/7ac9e8b4-4821-4e1d-9b84-2e4af4500d13?purge=true
26675,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
26676,openmrs/ws/rest/v1/person
26677,openmrs/ws/rest/v1/person/01846cd1-4820-46da-857e-91d73eeddb5d?purge=true
26678,openmrs/ws/rest/v1/encounter?patient=dd555abf-1691-11df-97a5-7038c432aabf
26679,openmrs/ws/rest/v1/person/d5587245-15b3-4b3f-b808-88b2cb34c63c?purge=true
26680,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26681,openmrs/ws/rest/v1/person
26682,openmrs/ws/rest/v1/person
26683,openmrs/ws/rest/v1/person/92effe5d-2fbc-4f8a-afa2-a783ad157067?purge=true
26684,openmrs/ws/rest/v1/concept?q=6+OR+MORE+TIMES+A+WEEK
26685,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
26686,openmrs/ws/rest/v1/person?q=Agnisous
26687,openmrs/ws/rest/v1/person/24e04674-fd2e-4248-9637-43848b0e1ec4?purge=true
26688,openmrs/ws/rest/v1/person/f4b9ba0e-57da-4b07-86af-f254c1e9b13c?purge=true
26689,openmrs/ws/rest/v1/person?q=Abdulahi
26690,openmrs/ws/rest/v1/encounter?patient=dd556606-1691-11df-97a5-7038c432aabf
26691,openmrs/ws/rest/v1/concept?q=Yes
26692,openmrs/ws/rest/v1/concept?q=Yes
26693,openmrs/ws/rest/v1/person/3c6e82ed-4c97-4a29-af89-62561854189f?purge=true
26694,openmrs/ws/rest/v1/concept?q=A%2B
26695,openmrs/ws/rest/v1/person
26696,openmrs/ws/rest/v1/person
26697,openmrs/ws/rest/v1/person/711257f7-7f2b-4305-b5dd-a24d58fd9dd6?purge=true
26698,openmrs/ws/rest/v1/concept?q=A
26699,openmrs/ws/rest/v1/person/fc51d057-a7dc-4069-a794-a335f7c499f9?purge=true
26700,openmrs/ws/rest/v1/person
26701,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
26702,openmrs/ws/rest/v1/concept?q=A%2B
26703,openmrs/ws/rest/v1/person?q=Agnisous
26704,openmrs/ws/rest/v1/concept?q=60-120+MIN
26705,openmrs/ws/rest/v1/person
26706,openmrs/ws/rest/v1/person
26707,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
26708,openmrs/ws/rest/v1/person?q=Agnisous
26709,openmrs/ws/rest/v1/person/f9545f4d-94db-427b-b9a0-0a43c1c199df?purge=true
26710,openmrs/ws/rest/v1/person/dd555f6c-1691-11df-97a5-7038c432aabf
26711,openmrs/ws/rest/v1/concept?q=Yes
26712,openmrs/ws/rest/v1/person?q=Agnisous
26713,openmrs/ws/rest/v1/person/0b2408e8-9722-4081-be33-4172c728f422?purge=true
26714,openmrs/ws/rest/v1/person?q=Akello
26715,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
26716,openmrs/ws/rest/v1/person/47b4aeb6-fa5e-405d-b90b-fd75118205c8?purge=true
26717,openmrs/ws/rest/v1/concept?q=A+NEGATIVE
26718,openmrs/ws/rest/v1/person
26719,openmrs/ws/rest/v1/person?q=Abdulahi
26720,openmrs/ws/rest/v1/person?q=Agnisous
26721,openmrs/ws/rest/v1/obs?patient=dd5558ed-1691-11df-97a5-7038c432aabf
26722,openmrs/ws/rest/v1/person/4677c165-e973-45f1-b0c0-9c323b5bae09?purge=true
26723,openmrs/ws/rest/v1/encounter?patient=dd556606-1691-11df-97a5-7038c432aabf
26724,openmrs/ws/rest/v1/encounter?patient=dd5563d6-1691-11df-97a5-7038c432aabf
26725,openmrs/ws/rest/v1/person
26726,openmrs/ws/rest/v1/person
26727,openmrs/ws/rest/v1/person/dd556087-1691-11df-97a5-7038c432aabf
26728,openmrs/ws/rest/v1/person
26729,openmrs/ws/rest/v1/person/83155677-85cc-43fa-86c3-9c7e6ac0867f?purge=true
26730,openmrs/ws/rest/v1/person
26731,openmrs/ws/rest/v1/obs?patient=dd5558ed-1691-11df-97a5-7038c432aabf
26732,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
26733,openmrs/ws/rest/v1/concept?q=Yes
26734,openmrs/ws/rest/v1/concept?q=A%2B
26735,openmrs/ws/rest/v1/concept?q=6+OR+MORE+TIMES+A+WEEK
26736,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26737,openmrs/ws/rest/v1/concept?q=60-120+MIN
26738,openmrs/ws/rest/v1/person/4d36003a-0d17-43e2-bbeb-4755e50bb37f?purge=true
26739,openmrs/ws/rest/v1/encounter?patient=dd556606-1691-11df-97a5-7038c432aabf
26740,openmrs/ws/rest/v1/person/dd555c84-1691-11df-97a5-7038c432aabf
26741,openmrs/ws/rest/v1/person?q=Agnisous
26742,openmrs/ws/rest/v1/person?q=Akello
26743,openmrs/ws/rest/v1/person
26744,openmrs/ws/rest/v1/person
26745,openmrs/ws/rest/v1/person/59dbf29f-5745-4c8b-9fd6-01ba592d9032?purge=true
26746,openmrs/ws/rest/v1/person
26747,openmrs/ws/rest/v1/person?q=Abdulahi
26748,openmrs/ws/rest/v1/person/1f8fe6e8-ea9a-4b25-a4e5-df6e72480e54?purge=true
26749,openmrs/ws/rest/v1/person
26750,openmrs/ws/rest/v1/person/a281515a-7620-4bab-8dff-2e5e0a660ee3?purge=true
26751,openmrs/ws/rest/v1/person/80a7bd13-5b86-4321-a7cd-7b08cceec86b?purge=true
26752,openmrs/ws/rest/v1/person/dd5563d6-1691-11df-97a5-7038c432aabf
26753,openmrs/ws/rest/v1/person/7bab3554-2d6d-4389-bdca-5e9829d1d169?purge=true
26754,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
26755,openmrs/ws/rest/v1/person
26756,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26757,openmrs/ws/rest/v1/concept?q=Yes
26758,openmrs/ws/rest/v1/concept?q=A+NEGATIVE
26759,openmrs/ws/rest/v1/person?q=Abdulahi
26760,openmrs/ws/rest/v1/person/dd556606-1691-11df-97a5-7038c432aabf
26761,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
26762,openmrs/ws/rest/v1/concept?q=A%2B
26763,openmrs/ws/rest/v1/person
26764,openmrs/ws/rest/v1/person/4baceed9-9bf8-4658-9503-1907573d2200?purge=true
26765,openmrs/ws/rest/v1/person
26766,openmrs/ws/rest/v1/concept?q=60-120+MIN
26767,openmrs/ws/rest/v1/person
26768,openmrs/ws/rest/v1/person/2ac6a938-e8b8-4f45-a3f7-23279ee41869?purge=true
26769,openmrs/ws/rest/v1/person/0888da26-b95a-4e7f-99fd-27e5a1b9d578?purge=true
26770,openmrs/ws/rest/v1/encounter?patient=dd555f6c-1691-11df-97a5-7038c432aabf
26771,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
26772,openmrs/ws/rest/v1/person/272a1c5c-5b0e-45eb-a513-bffffd1ff0e0?purge=true
26773,openmrs/ws/rest/v1/person?q=Abdulahi
26774,openmrs/ws/rest/v1/obs?patient=dd5558ed-1691-11df-97a5-7038c432aabf
26775,openmrs/ws/rest/v1/person
26776,openmrs/ws/rest/v1/concept?q=60-120+MIN
26777,openmrs/ws/rest/v1/person?q=Abdulahi
26778,openmrs/ws/rest/v1/person
26779,openmrs/ws/rest/v1/person/1d4f87da-7d59-4778-9d4d-4df24c2bc0d0?purge=true
26780,openmrs/ws/rest/v1/person
26781,openmrs/ws/rest/v1/person
26782,openmrs/ws/rest/v1/person/b0174b55-3bdb-43df-8a8a-dbe3b86e17c6?purge=true
26783,openmrs/ws/rest/v1/person
26784,openmrs/ws/rest/v1/concept?q=6+OR+MORE+TIMES+A+WEEK
26785,openmrs/ws/rest/v1/person?q=Albina
26786,openmrs/ws/rest/v1/concept?q=A%2B
26787,openmrs/ws/rest/v1/person/dd5562bb-1691-11df-97a5-7038c432aabf
26788,openmrs/ws/rest/v1/person/2a97b608-02df-4dc0-8888-6f332da550bb?purge=true
26789,openmrs/ws/rest/v1/person/bca5a9e1-74ca-42db-89a4-31a4030b6825?purge=true
26790,openmrs/ws/rest/v1/person
26791,openmrs/ws/rest/v1/person/8a07579e-5b33-47a0-ac09-d2db14837142?purge=true
26792,openmrs/ws/rest/v1/person?q=Abdulahi
26793,openmrs/ws/rest/v1/concept?q=A+NEGATIVE
26794,openmrs/ws/rest/v1/obs?patient=dd5562bb-1691-11df-97a5-7038c432aabf
26795,openmrs/ws/rest/v1/obs?patient=dd5558ed-1691-11df-97a5-7038c432aabf
26796,openmrs/ws/rest/v1/person
26797,openmrs/ws/rest/v1/concept?q=Yes
26798,openmrs/ws/rest/v1/concept?q=60-120+MIN
26799,openmrs/ws/rest/v1/person/e8634b86-0b48-4fc6-a7a6-1bba75731947?purge=true
26800,openmrs/ws/rest/v1/concept?q=6+OR+MORE+TIMES+A+WEEK
26801,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
26802,openmrs/ws/rest/v1/person/151a93ff-5b05-40be-824a-c43dbf217619?purge=true
26803,openmrs/ws/rest/v1/obs?patient=dd5562bb-1691-11df-97a5-7038c432aabf
26804,openmrs/ws/rest/v1/obs?patient=dd5558ed-1691-11df-97a5-7038c432aabf
26805,openmrs/ws/rest/v1/person/dd5561a5-1691-11df-97a5-7038c432aabf
26806,openmrs/ws/rest/v1/person/dd555f6c-1691-11df-97a5-7038c432aabf
26807,openmrs/ws/rest/v1/person?q=Abdulahi
26808,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26809,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26810,openmrs/ws/rest/v1/person/dd552fc1-1691-11df-97a5-7038c432aabf
26811,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26812,openmrs/ws/rest/v1/concept?q=1%3A16
26813,openmrs/ws/rest/v1/obs?patient=dd55352f-1691-11df-97a5-7038c432aabf
26814,openmrs/ws/rest/v1/obs?patient=dd553355-1691-11df-97a5-7038c432aabf
26815,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26816,openmrs/ws/rest/v1/person
26817,openmrs/ws/rest/v1/person?q=Abey
26818,openmrs/ws/rest/v1/person
26819,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26820,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26821,openmrs/ws/rest/v1/person?q=Abdulahi
26822,openmrs/ws/rest/v1/person
26823,openmrs/ws/rest/v1/person?q=Abdi
26824,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
26825,openmrs/ws/rest/v1/person?q=Abdulahi
26826,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
26827,openmrs/ws/rest/v1/person/dd553aaf-1691-11df-97a5-7038c432aabf
26828,openmrs/ws/rest/v1/person/a218564b-cf25-41d8-8e4f-12344a4b1edd?purge=true
26829,openmrs/ws/rest/v1/person
26830,openmrs/ws/rest/v1/encounter?patient=dd553e53-1691-11df-97a5-7038c432aabf
26831,openmrs/ws/rest/v1/person?q=Abdulahi
26832,openmrs/ws/rest/v1/person/9caf3e19-bb8f-4bef-84bb-5a8ce6fd347f?purge=true
26833,openmrs/ws/rest/v1/person?q=Abdi
26834,openmrs/ws/rest/v1/person
26835,openmrs/ws/rest/v1/person
26836,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26837,openmrs/ws/rest/v1/person?q=Abdulahi
26838,openmrs/ws/rest/v1/person
26839,openmrs/ws/rest/v1/person?q=Abdi
26840,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
26841,openmrs/ws/rest/v1/concept?q=Yes
26842,openmrs/ws/rest/v1/person
26843,openmrs/ws/rest/v1/person/4516dd2e-c80f-43d4-9a28-efe45681a9f5?purge=true
26844,openmrs/ws/rest/v1/person/c6bfcd14-c757-46e6-b5d1-d27afaed138d?purge=true
26845,openmrs/ws/rest/v1/person/dd55571f-1691-11df-97a5-7038c432aabf
26846,openmrs/ws/rest/v1/person/dd553e53-1691-11df-97a5-7038c432aabf
26847,openmrs/ws/rest/v1/person
26848,openmrs/ws/rest/v1/person/88d327d3-f649-4ca4-a016-66be3d27de1c?purge=true
26849,openmrs/ws/rest/v1/person?q=Abdulahi
26850,openmrs/ws/rest/v1/person
26851,openmrs/ws/rest/v1/person?q=Abdulahi
26852,openmrs/ws/rest/v1/person/dd5538dc-1691-11df-97a5-7038c432aabf
26853,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26854,openmrs/ws/rest/v1/concept?q=1%3A8
26855,openmrs/ws/rest/v1/person
26856,openmrs/ws/rest/v1/person?q=Abdulahi
26857,openmrs/ws/rest/v1/person/b5d1148e-c344-4186-9b5b-ea056c5d98f9?purge=true
26858,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26859,openmrs/ws/rest/v1/person/062e0a54-d406-41fd-9387-ccf30a4dd915?purge=true
26860,openmrs/ws/rest/v1/person?q=Abey
26861,openmrs/ws/rest/v1/person
26862,openmrs/ws/rest/v1/person/8f4433ec-cb80-461c-bd4d-d301354a4aec?purge=true
26863,openmrs/ws/rest/v1/person?q=Abdulahi
26864,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
26865,openmrs/ws/rest/v1/concept?q=Yes
26866,openmrs/ws/rest/v1/concept?q=1-2+HR
26867,openmrs/ws/rest/v1/person?q=Abdi
26868,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26869,openmrs/ws/rest/v1/person/13e75d84-bb88-4861-aa42-c68f846eda50?purge=true
26870,openmrs/ws/rest/v1/person/385fd282-b4ee-4667-a5c7-64c0dbde885b?purge=true
26871,openmrs/ws/rest/v1/person/724aad48-3ae1-4c3e-bbf2-f6aa3ac1447d?purge=true
26872,openmrs/ws/rest/v1/person/dd5541e2-1691-11df-97a5-7038c432aabf
26873,openmrs/ws/rest/v1/person
26874,openmrs/ws/rest/v1/person
26875,openmrs/ws/rest/v1/concept?q=2+TO+4+TIMES+A+MONTH
26876,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
26877,openmrs/ws/rest/v1/concept?q=Yes
26878,openmrs/ws/rest/v1/person/a4987f17-6f34-4636-add1-89498b019df5?purge=true
26879,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26880,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
26881,openmrs/ws/rest/v1/person
26882,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26883,openmrs/ws/rest/v1/person
26884,openmrs/ws/rest/v1/person/7624afac-1ca9-4288-b45d-cedb6cc368f5?purge=true
26885,openmrs/ws/rest/v1/person
26886,openmrs/ws/rest/v1/person/82f39bc8-52b6-4a16-baf6-85d51c8d3040?purge=true
26887,openmrs/ws/rest/v1/obs?patient=dd553aaf-1691-11df-97a5-7038c432aabf
26888,openmrs/ws/rest/v1/person/dd55457a-1691-11df-97a5-7038c432aabf
26889,openmrs/ws/rest/v1/person/dd554766-1691-11df-97a5-7038c432aabf
26890,openmrs/ws/rest/v1/person/dd55352f-1691-11df-97a5-7038c432aabf
26891,openmrs/ws/rest/v1/person?q=Abdulahi
26892,openmrs/ws/rest/v1/person?q=Abdi
26893,openmrs/ws/rest/v1/concept?q=%28-%29
26894,openmrs/ws/rest/v1/concept?q=%28%2B%29
26895,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
26896,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26897,openmrs/ws/rest/v1/person/ee9125a3-21ee-4141-9981-e04fde8a1dc6?purge=true
26898,openmrs/ws/rest/v1/person
26899,openmrs/ws/rest/v1/person
26900,openmrs/ws/rest/v1/person/6d7aa94d-3d11-4f1e-a4d3-c9ae9ffce9d2?purge=true
26901,openmrs/ws/rest/v1/person
26902,openmrs/ws/rest/v1/person/dd5538dc-1691-11df-97a5-7038c432aabf
26903,openmrs/ws/rest/v1/person/dd5541e2-1691-11df-97a5-7038c432aabf
26904,openmrs/ws/rest/v1/person
26905,openmrs/ws/rest/v1/person/c8623c84-9255-4894-ba9b-426554d09d40?purge=true
26906,openmrs/ws/rest/v1/concept?q=Yes
26907,openmrs/ws/rest/v1/person?q=Abdi
26908,openmrs/ws/rest/v1/concept?q=%28%2B%29
26909,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26910,openmrs/ws/rest/v1/person
26911,openmrs/ws/rest/v1/person?q=Abdulahi
26912,openmrs/ws/rest/v1/person/9c173a86-688a-48b1-ab1e-f3c883e79440?purge=true
26913,openmrs/ws/rest/v1/person/373d946a-abbb-4c68-85ce-d37be8e35dba?purge=true
26914,openmrs/ws/rest/v1/obs?patient=dd5543ac-1691-11df-97a5-7038c432aabf
26915,openmrs/ws/rest/v1/obs?patient=dd55401d-1691-11df-97a5-7038c432aabf
26916,openmrs/ws/rest/v1/person/dd5538dc-1691-11df-97a5-7038c432aabf
26917,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26918,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
26919,openmrs/ws/rest/v1/person/dd5536fd-1691-11df-97a5-7038c432aabf
26920,openmrs/ws/rest/v1/person
26921,openmrs/ws/rest/v1/person
26922,openmrs/ws/rest/v1/person/03f259c8-30b8-42a7-a27f-a17f963f0fad?purge=true
26923,openmrs/ws/rest/v1/person?q=Abdulahi
26924,openmrs/ws/rest/v1/person
26925,openmrs/ws/rest/v1/concept?q=1%3A32
26926,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26927,openmrs/ws/rest/v1/person/6afc9680-99b1-4efe-9d7a-5b373f460427?purge=true
26928,openmrs/ws/rest/v1/person/95b6e048-dcc3-4972-bcf0-255731fe1a17?purge=true
26929,openmrs/ws/rest/v1/person/2321aec1-61ca-4077-96df-420b4e14c2c1?purge=true
26930,openmrs/ws/rest/v1/person?q=Abdi
26931,openmrs/ws/rest/v1/person
26932,openmrs/ws/rest/v1/person/dd55352f-1691-11df-97a5-7038c432aabf
26933,openmrs/ws/rest/v1/person
26934,openmrs/ws/rest/v1/person/0272de80-1305-48ce-95fe-8b85a88c94af?purge=true
26935,openmrs/ws/rest/v1/person/da1eaa0a-2ecb-4f69-995d-9b526dee8109?purge=true
26936,openmrs/ws/rest/v1/person
26937,openmrs/ws/rest/v1/person
26938,openmrs/ws/rest/v1/person/dd5538dc-1691-11df-97a5-7038c432aabf
26939,openmrs/ws/rest/v1/person/f608b0ef-e937-4fc8-a891-52d21975d6b6?purge=true
26940,openmrs/ws/rest/v1/person
26941,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
26942,openmrs/ws/rest/v1/obs?patient=dd5536fd-1691-11df-97a5-7038c432aabf
26943,openmrs/ws/rest/v1/obs?patient=dd553aaf-1691-11df-97a5-7038c432aabf
26944,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26945,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26946,openmrs/ws/rest/v1/concept?q=1%3A32
26947,openmrs/ws/rest/v1/person/c5483f42-673d-4262-83c4-27294daa6f2e?purge=true
26948,openmrs/ws/rest/v1/person/931ff5c4-373b-47c7-a218-0c8879445500?purge=true
26949,openmrs/ws/rest/v1/person?q=Abdi
26950,openmrs/ws/rest/v1/concept?q=%28%2B%29
26951,openmrs/ws/rest/v1/concept?q=%28%2B%29
26952,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26953,openmrs/ws/rest/v1/obs?patient=dd55401d-1691-11df-97a5-7038c432aabf
26954,openmrs/ws/rest/v1/concept?q=Yes
26955,openmrs/ws/rest/v1/person/3287099e-4784-4a69-a630-bede6ae988d5?purge=true
26956,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26957,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
26958,openmrs/ws/rest/v1/person/8463e541-5bdd-48d7-8b22-b16814608868?purge=true
26959,openmrs/ws/rest/v1/encounter?patient=dd55352f-1691-11df-97a5-7038c432aabf
26960,openmrs/ws/rest/v1/person
26961,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26962,openmrs/ws/rest/v1/person?q=Abedenego
26963,openmrs/ws/rest/v1/person
26964,openmrs/ws/rest/v1/person
26965,openmrs/ws/rest/v1/obs?patient=dd5543ac-1691-11df-97a5-7038c432aabf
26966,openmrs/ws/rest/v1/person
26967,openmrs/ws/rest/v1/person
26968,openmrs/ws/rest/v1/concept?q=%28-%29
26969,openmrs/ws/rest/v1/person
26970,openmrs/ws/rest/v1/concept?q=Yes
26971,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
26972,openmrs/ws/rest/v1/person/486b48f8-fbc1-49d8-ace4-20c7e386a6bc?purge=true
26973,openmrs/ws/rest/v1/person?q=Abby
26974,openmrs/ws/rest/v1/person
26975,openmrs/ws/rest/v1/person/2e049be7-63ed-405e-9c61-7d2a4c99467b?purge=true
26976,openmrs/ws/rest/v1/obs?patient=dd55401d-1691-11df-97a5-7038c432aabf
26977,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
26978,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
26979,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
26980,openmrs/ws/rest/v1/concept?q=1%3A2
26981,openmrs/ws/rest/v1/person/5724559e-dbe4-434f-a296-38ba55595899?purge=true
26982,openmrs/ws/rest/v1/concept?q=1%3A32
26983,openmrs/ws/rest/v1/person/268834f6-fcf0-4761-84fa-df33ca6695a5?purge=true
26984,openmrs/ws/rest/v1/person/6426566b-cf1d-4e3a-b042-15164d07e096?purge=true
26985,openmrs/ws/rest/v1/concept?q=%2B
26986,openmrs/ws/rest/v1/concept?q=-
26987,openmrs/ws/rest/v1/person
26988,openmrs/ws/rest/v1/person/520a68c1-1689-4c6d-8bf2-4ab7752156c2?purge=true
26989,openmrs/ws/rest/v1/person
26990,openmrs/ws/rest/v1/obs?patient=dd5543ac-1691-11df-97a5-7038c432aabf
26991,openmrs/ws/rest/v1/obs?patient=dd553aaf-1691-11df-97a5-7038c432aabf
26992,openmrs/ws/rest/v1/person
26993,openmrs/ws/rest/v1/person
26994,openmrs/ws/rest/v1/person?q=Abby
26995,openmrs/ws/rest/v1/person
26996,openmrs/ws/rest/v1/person/efe6f4c3-4d0a-45e8-bc8a-693a1aaaef75?purge=true
26997,openmrs/ws/rest/v1/person/dd553c85-1691-11df-97a5-7038c432aabf
26998,openmrs/ws/rest/v1/person/7b386369-091c-4568-82f8-1bd4dc0e94ea?purge=true
26999,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
27000,openmrs/ws/rest/v1/person
27001,openmrs/ws/rest/v1/concept?q=%28%2B%29
27002,openmrs/ws/rest/v1/person/c1c16271-c8ad-451a-a786-8977ccc8543a?purge=true
27003,openmrs/ws/rest/v1/person?q=Abby
27004,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
27005,openmrs/ws/rest/v1/concept?q=%28-%29
27006,openmrs/ws/rest/v1/person/a4f9be20-24de-49b4-ba8e-fdc11ac25db1?purge=true
27007,openmrs/ws/rest/v1/person
27008,openmrs/ws/rest/v1/person/dd55401d-1691-11df-97a5-7038c432aabf
27009,openmrs/ws/rest/v1/person/a2505db9-cc3b-497c-8608-8b3a2c68fff1?purge=true
27010,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
27011,openmrs/ws/rest/v1/person/9035d618-7801-4cde-b9f2-2b30ee28d55e?purge=true
27012,openmrs/ws/rest/v1/concept?q=Yes
27013,openmrs/ws/rest/v1/obs?patient=dd55401d-1691-11df-97a5-7038c432aabf
27014,openmrs/ws/rest/v1/concept?q=1%3A32
27015,openmrs/ws/rest/v1/person
27016,openmrs/ws/rest/v1/person?q=Abby
27017,openmrs/ws/rest/v1/person/142b8d4e-bfc7-4ed8-b0ad-82d4d15301bf?purge=true
27018,openmrs/ws/rest/v1/person/dd5536fd-1691-11df-97a5-7038c432aabf
27019,openmrs/ws/rest/v1/person
27020,openmrs/ws/rest/v1/person/f19f409d-a54a-4e6c-8f4d-fc66b656f531?purge=true
27021,openmrs/ws/rest/v1/concept?q=%2B
27022,openmrs/ws/rest/v1/person/e5f4d3e9-ad2e-4611-96d2-eb2ed6a60306?purge=true
27023,openmrs/ws/rest/v1/person/64f7e30f-1bff-4507-989b-ff87bfd49327?purge=true
27024,openmrs/ws/rest/v1/person?q=Abby
27025,openmrs/ws/rest/v1/obs?patient=dd5543ac-1691-11df-97a5-7038c432aabf
27026,openmrs/ws/rest/v1/concept?q=%28-%29
27027,openmrs/ws/rest/v1/person
27028,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
27029,openmrs/ws/rest/v1/person
27030,openmrs/ws/rest/v1/person/dd553aaf-1691-11df-97a5-7038c432aabf
27031,openmrs/ws/rest/v1/person
27032,openmrs/ws/rest/v1/person
27033,openmrs/ws/rest/v1/person
27034,openmrs/ws/rest/v1/person
27035,openmrs/ws/rest/v1/person/dd55401d-1691-11df-97a5-7038c432aabf
27036,openmrs/ws/rest/v1/concept?q=Yes
27037,openmrs/ws/rest/v1/person/c9cbdaa3-d044-4227-865a-7008290bf4cb?purge=true
27038,openmrs/ws/rest/v1/person?q=Abby
27039,openmrs/ws/rest/v1/encounter?patient=dd553c85-1691-11df-97a5-7038c432aabf
27040,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
27041,openmrs/ws/rest/v1/concept?q=30-60+MIN
27042,openmrs/ws/rest/v1/person/07d6ae89-bb23-4d50-939f-b1d7029ab85e?purge=true
27043,openmrs/ws/rest/v1/person/e440971b-1cf3-48dd-99dc-51d13f527828?purge=true
27044,openmrs/ws/rest/v1/person/e9919d4f-8aca-463e-87f4-464deb203c5e?purge=true
27045,openmrs/ws/rest/v1/person/dd55401d-1691-11df-97a5-7038c432aabf
27046,openmrs/ws/rest/v1/concept?q=Yes
27047,openmrs/ws/rest/v1/person
27048,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
27049,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
27050,openmrs/ws/rest/v1/concept?q=%2B
27051,openmrs/ws/rest/v1/person/b1b0397c-0453-4a50-a752-54f5ff557ee5?purge=true
27052,openmrs/ws/rest/v1/concept?q=%28-%29
27053,openmrs/ws/rest/v1/person?q=Abby
27054,openmrs/ws/rest/v1/obs?patient=dd5543ac-1691-11df-97a5-7038c432aabf
27055,openmrs/ws/rest/v1/person/1a1822b7-e263-4849-86af-93b0cc31f71d?purge=true
27056,openmrs/ws/rest/v1/concept?q=1%3A32
27057,openmrs/ws/rest/v1/person
27058,openmrs/ws/rest/v1/person
27059,openmrs/ws/rest/v1/person
